100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;691.811;706.48;117.573;105.094;1919.59;855.15;
100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;390.806;993.985;100;131.405;101.568;497.719;576.87;
100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;180.489;100;1261.64;100;237.131;1669.07;100;159.513;
100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;106.159;100;100;1898.1;222.706;
181.648;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;210.159;1439.57;100;193.47;100;609.456;736.069;
100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;615.83;162.434;100;100;1550.55;
100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;337.141;100.988;344.06;122.077;100;
148.902;1355.66;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;1241.17;100;154.857;100;103.559;305.522;
1067.48;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;117.517;100;232.667;300.885;100;
336.881;100;1098.35;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;995.984;100;
1266.38;1502.26;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;202.063;
257.464;100;779.96;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;346.222;
160.39;132.16;214.172;506.851;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;176.94;
541.693;318.305;140.314;247.107;315.452;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;286.88;
549.99;198.016;566.502;1276.38;153.926;446.192;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;351.005;100;1386.07;
109.065;434.137;1186.46;136.298;246.676;284.803;154.276;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;102.217;1090.33;100;
272.317;781.2;578.074;822.537;142.756;359.84;100;121.678;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;1115.7;100;135.063;100;
208.037;201.165;433.12;167.416;145.046;110.287;299.443;100;100;493.065;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;138.293;100;100;293.386;
1892.17;182.712;174.786;360.865;245.169;934.025;102.005;1292.49;100;166.888;192.968;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;111.013;
380.85;1755.35;177.064;175.992;432.995;737.644;166.762;108.354;139.896;299.605;391.959;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100.09;194.335;
1913.93;383.382;1827.98;188.371;203.888;744.177;343.441;298.815;796.34;246.892;160.787;1257.65;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;1712.79;134.694;
253.058;102.889;412.121;104.949;219.545;271.651;1875.92;245.364;681.098;817.822;637.999;598.973;232.662;120.114;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;498.15;100;
741.185;271.667;110.306;472.791;119.616;280.513;418.4;192.323;506.48;273.462;1052.75;334.716;368.846;100;246.163;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;287.717;285.167;109.529;
113.732;833.045;303.856;122.686;579.154;144.22;394.124;752.117;478.675;426.723;187.189;433.437;433.206;140.413;100;100;1537.34;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;205.416;170.992;1575.48;
223.429;123.713;979.833;354.296;141.664;758.731;184.327;612.021;1598.42;1572.7;218.937;1336.26;586.478;117.26;100;107.43;100;100;490.213;100;100;100;100;100;100;100;100;100;239.91;100;100;101.89;100;335.387;736.416;504.328;100;159.075;100;
473.394;250.529;137.937;1207.22;431.113;170.021;1065.76;250.499;1057.55;144.689;190.02;1794.3;213.812;185.285;877.58;186.017;202.491;108.186;1270.71;100;100;100;100;100;100;100;100;100;289.446;413.202;1735.73;100;697.986;130.181;533.657;257.73;125.685;524.522;301.827;
1081.56;549.04;288.613;157.753;1560.18;548.27;212.448;1610.64;363.407;102.988;254.277;477.844;377.37;774.464;109.334;183.792;100;1565.63;1610.93;322.992;109.042;1537.18;100;100;100;100;952.709;402.759;100;314.307;133.624;368.73;126.579;362.664;818.872;285.479;998.706;124.842;182.931;
